,Series_Title,Released_Year,Certificate,Runtime,IMDB_Rating,Meta_score,Director,Gross,Drama,Crime,Action,Biography,Western,Comedy,Adventure,Animation,Horror,Mystery,Film-Noir,Fantasy,Family,Thriller,Romance,Sci-Fi,War,Music,Musical,Sport,History
483,Amour,2012,UA,127 min,7.9,94.0,Michael Haneke,"6,739,492",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
484,The Irishman,2019,R,209 min,7.9,94.0,Martin Scorsese,"7,000,000",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Un prophète,2009,A,155 min,7.9,90.0,Jacques Audiard,"2,084,637",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Moon,2009,R,97 min,7.9,67.0,Duncan Jones,"5,009,677",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
487,Låt den rätte komma in,2008,R,114 min,7.9,82.0,Tomas Alfredson,"2,122,065",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
488,District 9,2009,A,112 min,7.9,81.0,Neill Blomkamp,"115,646,235",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
489,The Wrestler,2008,UA,109 min,7.9,80.0,Darren Aronofsky,"26,236,603",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
490,Jab We Met,2007,U,138 min,7.9,,Imtiaz Ali,"410,800",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
491,Boyhood,2014,A,165 min,7.9,100.0,Richard Linklater,"25,379,975",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,"4 luni, 3 saptamâni si 2 zile",2007,,113 min,7.9,97.0,Cristian Mungiu,"1,185,783",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,Star Trek,2009,UA,127 min,7.9,82.0,J.J. Abrams,"257,730,019",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
494,In Bruges,2008,R,107 min,7.9,67.0,Martin McDonagh,"7,757,130",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,The Man from Earth,2007,,87 min,7.9,,Richard Schenkman,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
496,Letters from Iwo Jima,2006,UA,141 min,7.9,89.0,Clint Eastwood,"13,756,082",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,The Fall,2006,R,117 min,7.9,64.0,Tarsem Singh,"2,280,348",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
498,Life of Pi,2012,U,127 min,7.9,79.0,Ang Lee,"124,987,023",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
499,Fantastic Mr. Fox,2009,PG,87 min,7.9,83.0,Wes Anderson,"21,002,919",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
500,C.R.A.Z.Y.,2005,,129 min,7.9,81.0,Jean-Marc Vallée,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Les choristes,2004,PG-13,97 min,7.9,56.0,Christophe Barratier,"3,635,164",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
502,Iron Man,2008,UA,126 min,7.9,79.0,Jon Favreau,"318,412,101",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
503,Shaun of the Dead,2004,UA,99 min,7.9,76.0,Edgar Wright,"13,542,874",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
504,Gegen die Wand,2004,R,121 min,7.9,78.0,Fatih Akin,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
505,Mystic River,2003,A,138 min,7.9,84.0,Clint Eastwood,"90,135,191",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
506,Harry Potter and the Prisoner of Azkaban,2004,U,142 min,7.9,82.0,Alfonso Cuarón,"249,358,727",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
507,Ying xiong,2002,PG-13,120 min,7.9,85.0,Yimou Zhang,"53,710,019",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
508,Hable con ella,2002,R,112 min,7.9,86.0,Pedro Almodóvar,"9,284,265",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
509,No Man's Land,2001,R,98 min,7.9,84.0,Danis Tanovic,"1,059,830",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
510,Cowboy Bebop: Tengoku no tobira,2001,U,115 min,7.9,61.0,Shin'ichirô Watanabe,"1,000,045",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
511,The Bourne Identity,2002,UA,119 min,7.9,68.0,Doug Liman,"121,661,683",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
512,Nueve reinas,2000,R,114 min,7.9,80.0,Fabián Bielinsky,"1,221,261",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
513,Children of Men,2006,A,109 min,7.9,84.0,Alfonso Cuarón,"35,552,383",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
514,Almost Famous,2000,A,122 min,7.9,90.0,Cameron Crowe,"32,534,850",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Mulholland Dr.,2001,R,147 min,7.9,85.0,David Lynch,"7,220,243",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
516,Toy Story 2,1999,U,92 min,7.9,88.0,John Lasseter,"245,852,179",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Boogie Nights,1997,R,155 min,7.9,85.0,Paul Thomas Anderson,"26,400,640",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Mimi wo sumaseba,1995,U,111 min,7.9,75.0,Yoshifumi Kondô,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
519,Once Were Warriors,1994,A,102 min,7.9,77.0,Lee Tamahori,"2,201,126",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,True Romance,1993,R,119 min,7.9,59.0,Tony Scott,"12,281,500",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
521,Trois couleurs: Bleu,1993,U,94 min,7.9,85.0,Krzysztof Kieslowski,"1,324,974",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
522,Jûbê ninpûchô,1993,A,94 min,7.9,,Yoshiaki Kawajiri,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
523,Carlito's Way,1993,A,144 min,7.9,65.0,Brian De Palma,"36,948,322",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
524,Edward Scissorhands,1990,U,105 min,7.9,74.0,Tim Burton,"56,362,352",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
525,My Left Foot: The Story of Christy Brown,1989,U,103 min,7.9,97.0,Jim Sheridan,"14,743,391",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Crimes and Misdemeanors,1989,PG-13,104 min,7.9,77.0,Woody Allen,"18,254,702",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,The Untouchables,1987,A,119 min,7.9,79.0,Brian De Palma,"76,270,454",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
528,Hannah and Her Sisters,1986,PG-13,107 min,7.9,90.0,Woody Allen,"40,084,041",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Brazil,1985,U,132 min,7.9,84.0,Terry Gilliam,"9,929,135",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
530,This Is Spinal Tap,1984,R,82 min,7.9,92.0,Rob Reiner,"188,751",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
531,A Christmas Story,1983,U,93 min,7.9,77.0,Bob Clark,"20,605,209",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
532,The Blues Brothers,1980,U,133 min,7.9,60.0,John Landis,"57,229,890",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Manhattan,1979,R,96 min,7.9,83.0,Woody Allen,"45,700,000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
534,All That Jazz,1979,A,123 min,7.9,72.0,Bob Fosse,"37,823,676",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
535,Dawn of the Dead,1978,A,127 min,7.9,71.0,George A. Romero,"5,100,000",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
536,All the President's Men,1976,U,138 min,7.9,84.0,Alan J. Pakula,"70,600,000",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
537,La montaña sagrada,1973,R,114 min,7.9,76.0,Alejandro Jodorowsky,"61,001",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
538,Amarcord,1973,R,123 min,7.9,,Federico Fellini,,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
539,Le charme discret de la bourgeoisie,1972,PG,102 min,7.9,93.0,Luis Buñuel,"198,809",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,"Aguirre, der Zorn Gottes",1972,,95 min,7.9,,Werner Herzog,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Harold and Maude,1971,PG,91 min,7.9,62.0,Hal Ashby,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
542,Patton,1970,U,172 min,7.9,91.0,Franklin J. Schaffner,"61,700,000",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
543,The Wild Bunch,1969,A,145 min,7.9,97.0,Sam Peckinpah,"12,064,472",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,Night of the Living Dead,1968,,96 min,7.9,89.0,George A. Romero,"89,029",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
545,The Lion in Winter,1968,PG,134 min,7.9,,Anthony Harvey,"22,276,975",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
546,In the Heat of the Night,1967,U,110 min,7.9,75.0,Norman Jewison,"24,379,978",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
547,Charade,1963,U,113 min,7.9,83.0,Stanley Donen,"13,474,588",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
548,The Manchurian Candidate,1962,PG-13,126 min,7.9,94.0,John Frankenheimer,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
549,Spartacus,1960,A,197 min,7.9,87.0,Stanley Kubrick,"30,000,000",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,L'avventura,1960,U,144 min,7.9,,Michelangelo Antonioni,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
551,Hiroshima mon amour,1959,,90 min,7.9,,Alain Resnais,"88,300",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
552,The Ten Commandments,1956,U,220 min,7.9,,Cecil B. DeMille,"93,740,000",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,The Searchers,1956,Passed,119 min,7.9,94.0,John Ford,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,East of Eden,1955,U,118 min,7.9,72.0,Elia Kazan,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,High Noon,1952,PG,85 min,7.9,89.0,Fred Zinnemann,"9,450,000",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
556,Strangers on a Train,1951,A,101 min,7.9,88.0,Alfred Hitchcock,"7,630,000",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
557,Harvey,1950,Approved,104 min,7.9,,Henry Koster,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
558,Miracle on 34th Street,1947,,96 min,7.9,88.0,George Seaton,"2,650,000",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
559,Notorious,1946,U,102 min,7.9,100.0,Alfred Hitchcock,"10,464,000",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
560,The Big Sleep,1946,Passed,114 min,7.9,,Howard Hawks,"6,540,000",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
561,The Lost Weekend,1945,Passed,101 min,7.9,,Billy Wilder,"9,460,000",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
562,The Philadelphia Story,1940,,112 min,7.9,96.0,George Cukor,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
563,His Girl Friday,1940,Passed,92 min,7.9,,Howard Hawks,"296,000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
564,The Adventures of Robin Hood,1938,PG,102 min,7.9,97.0,Michael Curtiz,"3,981,000",0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
565,A Night at the Opera,1935,Passed,96 min,7.9,,Sam Wood,"2,537,520",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
566,King Kong,1933,Passed,100 min,7.9,90.0,Merian C. Cooper,"10,000,000",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
567,Freaks,1932,,64 min,7.9,80.0,Tod Browning,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
568,Nosferatu,1922,,94 min,7.9,,F.W. Murnau,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
569,The Gentlemen,2019,A,113 min,7.8,51.0,Guy Ritchie,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Raazi,2018,UA,138 min,7.8,,Meghna Gulzar,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
571,Sound of Metal,2019,R,120 min,7.8,81.0,Darius Marder,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
572,Forushande,2016,UA,124 min,7.8,85.0,Asghar Farhadi,"2,402,067",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Dunkirk,2017,UA,106 min,7.8,94.0,Christopher Nolan,"188,373,161",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
574,Perfetti sconosciuti,2016,,96 min,7.8,,Paolo Genovese,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,Hidden Figures,2016,UA,127 min,7.8,74.0,Theodore Melfi,"169,607,287",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
576,Paddington 2,2017,U,103 min,7.8,88.0,Paul King,"40,442,052",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
577,Udta Punjab,2016,A,148 min,7.8,,Abhishek Chaubey,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Kubo and the Two Strings,2016,PG,101 min,7.8,84.0,Travis Knight,"48,023,088",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
579,M.S. Dhoni: The Untold Story,2016,U,184 min,7.8,,Neeraj Pandey,"1,782,795",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
580,Manchester by the Sea,2016,UA,137 min,7.8,96.0,Kenneth Lonergan,"47,695,120",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,Under sandet,2015,R,100 min,7.8,75.0,Martin Zandvliet,"435,266",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
582,Rogue One,2016,UA,133 min,7.8,65.0,Gareth Edwards,"532,177,324",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
583,Captain America: Civil War,2016,UA,147 min,7.8,75.0,Anthony Russo,"408,084,349",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
584,The Hateful Eight,2015,A,168 min,7.8,68.0,Quentin Tarantino,"54,117,416",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
585,Little Women,2019,U,135 min,7.8,91.0,Greta Gerwig,"108,101,214",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
586,Loving Vincent,2017,UA,94 min,7.8,62.0,Dorota Kobiela,"6,735,118",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Pride,2014,R,119 min,7.8,79.0,Matthew Warchus,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Le passé,2013,PG-13,130 min,7.8,85.0,Asghar Farhadi,"1,330,596",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
589,La grande bellezza,2013,,141 min,7.8,86.0,Paolo Sorrentino,"2,852,400",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,The Lunchbox,2013,U,104 min,7.8,76.0,Ritesh Batra,"4,231,500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
591,Vicky Donor,2012,UA,126 min,7.8,,Shoojit Sircar,"169,209",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
592,Big Hero 6,2014,U,102 min,7.8,74.0,Don Hall,"222,527,828",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
593,About Time,2013,R,123 min,7.8,55.0,Richard Curtis,"15,322,921",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
594,English Vinglish,2012,U,134 min,7.8,,Gauri Shinde,"1,670,773",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
595,Kaze tachinu,2013,PG-13,126 min,7.8,83.0,Hayao Miyazaki,"5,209,580",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Toy Story 4,2019,U,100 min,7.8,84.0,Josh Cooley,"434,038,008",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
597,La migliore offerta,2013,R,131 min,7.8,49.0,Giuseppe Tornatore,"85,433",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
598,Moonrise Kingdom,2012,A,94 min,7.8,84.0,Wes Anderson,"45,512,466",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
599,How to Train Your Dragon 2,2014,U,102 min,7.8,76.0,Dean DeBlois,"177,002,924",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
600,The Big Short,2015,A,130 min,7.8,81.0,Adam McKay,"70,259,870",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,Kokuhaku,2010,,106 min,7.8,,Tetsuya Nakashima,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
602,Ang-ma-reul bo-at-da,2010,,144 min,7.8,67.0,Jee-woon Kim,"128,392",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,The Girl with the Dragon Tattoo,2011,R,158 min,7.8,71.0,David Fincher,"102,515,793",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
604,Captain Phillips,2013,UA,134 min,7.8,82.0,Paul Greengrass,"107,100,855",0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Ajeossi,2010,R,119 min,7.8,,Jeong-beom Lee,"6,460",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,Straight Outta Compton,2015,R,147 min,7.8,72.0,F. Gary Gray,"161,197,785",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
607,Madeo,2009,R,129 min,7.8,79.0,Bong Joon Ho,"547,292",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
608,Chugyeokja,2008,,125 min,7.8,64.0,Hong-jin Na,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
609,The Hobbit: The Desolation of Smaug,2013,UA,161 min,7.8,66.0,Peter Jackson,"258,366,855",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
610,Das weiße Band - Eine deutsche Kindergeschichte,2009,UA,144 min,7.8,82.0,Michael Haneke,"2,222,647",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
611,Män som hatar kvinnor,2009,R,152 min,7.8,76.0,Niels Arden Oplev,"10,095,170",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
612,The Trial of the Chicago 7,2020,R,129 min,7.8,77.0,Aaron Sorkin,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
613,Druk,2020,,117 min,7.8,81.0,Thomas Vinterberg,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,The Fighter,2010,UA,116 min,7.8,79.0,David O. Russell,"93,617,009",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
615,Taken,2008,A,90 min,7.8,51.0,Pierre Morel,"145,000,989",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
616,The Boy in the Striped Pyjamas,2008,PG-13,94 min,7.8,55.0,Mark Herman,"9,030,581",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
617,Once,2007,R,86 min,7.8,88.0,John Carney,"9,439,923",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
618,The Hobbit: An Unexpected Journey,2012,UA,169 min,7.8,58.0,Peter Jackson,"303,003,568",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
619,Auf der anderen Seite,2007,,122 min,7.8,85.0,Fatih Akin,"741,283",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,Atonement,2007,R,123 min,7.8,85.0,Joe Wright,"50,927,067",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
621,Drive,2011,A,100 min,7.8,78.0,Nicolas Winding Refn,"35,061,555",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,American Gangster,2007,A,157 min,7.8,76.0,Ridley Scott,"130,164,645",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,Avatar,2009,UA,162 min,7.8,83.0,James Cameron,"760,507,625",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
624,Mr. Nobody,2009,R,141 min,7.8,63.0,Jaco Van Dormael,"3,600",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
625,Apocalypto,2006,A,139 min,7.8,68.0,Mel Gibson,"50,866,635",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,Little Miss Sunshine,2006,UA,101 min,7.8,80.0,Jonathan Dayton,"59,891,098",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,Hot Fuzz,2007,UA,121 min,7.8,81.0,Edgar Wright,"23,637,265",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
628,The Curious Case of Benjamin Button,2008,UA,166 min,7.8,70.0,David Fincher,"127,509,326",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
629,Veer-Zaara,2004,U,192 min,7.8,67.0,Yash Chopra,"2,921,738",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
630,Adams æbler,2005,R,94 min,7.8,51.0,Anders Thomas Jensen,"1,305",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,Pride & Prejudice,2005,PG,129 min,7.8,82.0,Joe Wright,"38,405,088",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
632,The World's Fastest Indian,2005,U,127 min,7.8,68.0,Roger Donaldson,"5,128,124",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
633,Tôkyô goddofâzâzu,2003,UA,90 min,7.8,73.0,Satoshi Kon,"128,985",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
634,Serenity,2005,PG-13,119 min,7.8,74.0,Joss Whedon,"25,514,517",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
635,Walk the Line,2005,PG-13,136 min,7.8,72.0,James Mangold,"119,519,402",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
636,Ondskan,2003,,113 min,7.8,61.0,Mikael Håfström,"15,280",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,The Notebook,2004,A,123 min,7.8,53.0,Nick Cassavetes,"81,001,787",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
638,Diarios de motocicleta,2004,U,126 min,7.8,75.0,Walter Salles,"16,756,372",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,Lilja 4-ever,2002,R,109 min,7.8,82.0,Lukas Moodysson,"181,655",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Les triplettes de Belleville,2003,PG-13,80 min,7.8,91.0,Sylvain Chomet,"7,002,255",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
641,Gongdong gyeongbi guyeok JSA,2000,,110 min,7.8,58.0,Chan-wook Park,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
642,The Count of Monte Cristo,2002,PG-13,131 min,7.8,61.0,Kevin Reynolds,"54,234,062",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,Waking Life,2001,R,99 min,7.8,83.0,Richard Linklater,"2,892,011",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
644,Remember the Titans,2000,U,113 min,7.8,48.0,Boaz Yakin,"115,654,751",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
645,Wo hu cang long,2000,UA,120 min,7.8,94.0,Ang Lee,"128,078,872",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
646,Todo sobre mi madre,1999,R,101 min,7.8,87.0,Pedro Almodóvar,"8,264,530",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
